month,country,age_group,share_of_messages
2024-08-01,LK,35-44,0.099
2024-08-01,LK,45-54,0.057
2024-08-01,LK,55-64,0.007
2024-08-01,LK,65+,0.013
2024-08-01,LT,18-24,0.234
2024-08-01,LT,25-34,0.421
2024-08-01,LT,35-44,0.207
2024-08-01,LT,45-54,0.077
2024-08-01,LT,55-64,0.060
2024-08-01,LT,65+,0.000
2024-08-01,LV,18-24,0.210
2024-08-01,LV,25-34,0.359
2024-08-01,LV,35-44,0.306
2024-08-01,LV,45-54,0.049
2024-08-01,LV,55-64,0.033
2024-08-01,LV,65+,0.043
2024-08-01,MA,18-24,0.320
2024-08-01,MA,25-34,0.466
2024-08-01,MA,35-44,0.135
2024-08-01,MA,45-54,0.049
2024-08-01,MA,55-64,0.015
2024-08-01,MA,65+,0.016
2024-08-01,MM,18-24,0.416
2024-08-01,MM,25-34,0.364
2024-08-01,MM,35-44,0.131
2024-08-01,MM,45-54,0.050
2024-08-01,MM,55-64,0.015
2024-08-01,MM,65+,0.025
2024-08-01,MX,18-24,0.398
2024-08-01,MX,25-34,0.363
2024-08-01,MX,35-44,0.153
2024-08-01,MX,45-54,0.057
2024-08-01,MX,55-64,0.018
2024-08-01,MX,65+,0.011
2024-08-01,MY,18-24,0.366
2024-08-01,MY,25-34,0.361
2024-08-01,MY,35-44,0.190
2024-08-01,MY,45-54,0.059
2024-08-01,MY,55-64,0.015
2024-08-01,MY,65+,0.009
2024-08-01,NG,18-24,0.290
2024-08-01,NG,25-34,0.474
2024-08-01,NG,35-44,0.147
2024-08-01,NG,45-54,0.050
2024-08-01,NG,55-64,0.025
2024-08-01,NG,65+,0.013
2024-08-01,NI,18-24,0.443
2024-08-01,NI,25-34,0.341
2024-08-01,NI,35-44,0.105
2024-08-01,NI,45-54,0.059
2024-08-01,NI,55-64,0.035
2024-08-01,NI,65+,0.016
2024-08-01,NL,18-24,0.175
2024-08-01,NL,25-34,0.461
2024-08-01,NL,35-44,0.241
2024-08-01,NL,45-54,0.072
2024-08-01,NL,55-64,0.044
2024-08-01,NL,65+,0.008
2024-08-01,NO,18-24,0.130
2024-08-01,NO,25-34,0.397
2024-08-01,NO,35-44,0.287
2024-08-01,NO,45-54,0.097
2024-08-01,NO,55-64,0.064
2024-08-01,NO,65+,0.024
2024-08-01,NP,18-24,0.422
2024-08-01,NP,25-34,0.392
2024-08-01,NP,35-44,0.083
2024-08-01,NP,45-54,0.040
2024-08-01,NP,55-64,0.011
2024-08-01,NP,65+,0.052
2024-08-01,NZ,18-24,0.282
2024-08-01,NZ,25-34,0.385
2024-08-01,NZ,35-44,0.188
2024-08-01,NZ,45-54,0.102
2024-08-01,NZ,55-64,0.030
2024-08-01,NZ,65+,0.014
2024-08-01,PA,18-24,0.342
2024-08-01,PA,25-34,0.403
2024-08-01,PA,35-44,0.141
2024-08-01,PA,45-54,0.097
2024-08-01,PA,55-64,0.006
2024-08-01,PA,65+,0.011
2024-08-01,PE,18-24,0.419
2024-08-01,PE,25-34,0.366
2024-08-01,PE,35-44,0.135
2024-08-01,PE,45-54,0.052
2024-08-01,PE,55-64,0.028
2024-08-01,PE,65+,0.000
2024-08-01,PH,18-24,0.439
2024-08-01,PH,25-34,0.392
2024-08-01,PH,35-44,0.108
2024-08-01,PH,45-54,0.038
2024-08-01,PH,55-64,0.011
2024-08-01,PH,65+,0.012
2024-08-01,PK,18-24,0.371
2024-08-01,PK,25-34,0.469
2024-08-01,PK,35-44,0.113
2024-08-01,PK,45-54,0.035
2024-08-01,PK,55-64,0.006
2024-08-01,PK,65+,0.005
2024-08-01,PL,18-24,0.171
2024-08-01,PL,25-34,0.469
2024-08-01,PL,35-44,0.249
2024-08-01,PL,45-54,0.080
2024-08-01,PL,55-64,0.020
2024-08-01,PL,65+,0.010
2024-08-01,PT,18-24,0.164
2024-08-01,PT,25-34,0.412
2024-08-01,PT,35-44,0.255
2024-08-01,PT,45-54,0.123
2024-08-01,PT,55-64,0.041
2024-08-01,PT,65+,0.005
2024-08-01,PY,18-24,0.264
2024-08-01,PY,25-34,0.422
2024-08-01,PY,35-44,0.167
2024-08-01,PY,45-54,0.109
2024-08-01,PY,55-64,0.038
2024-08-01,PY,65+,0.000
2024-08-01,RO,18-24,0.243
2024-08-01,RO,25-34,0.460
2024-08-01,RO,35-44,0.198
2024-08-01,RO,45-54,0.070
2024-08-01,RO,55-64,0.024
2024-08-01,RO,65+,0.005
2024-08-01,RS,18-24,0.194
2024-08-01,RS,25-34,0.497
2024-08-01,RS,35-44,0.239
2024-08-01,RS,45-54,0.045
2024-08-01,RS,55-64,0.009
2024-08-01,RS,65+,0.016
2024-08-01,SA,18-24,0.202
2024-08-01,SA,25-34,0.454
2024-08-01,SA,35-44,0.239
2024-08-01,SA,45-54,0.090
2024-08-01,SA,55-64,0.015
2024-08-01,SA,65+,0.000
2024-08-01,SC,18-24,0.109
2024-08-01,SC,25-34,0.326
2024-08-01,SC,35-44,0.230
2024-08-01,SC,45-54,0.168
2024-08-01,SC,55-64,0.128
2024-08-01,SC,65+,0.040
2024-08-01,SE,18-24,0.190
2024-08-01,SE,25-34,0.380
2024-08-01,SE,35-44,0.247
2024-08-01,SE,45-54,0.135
2024-08-01,SE,55-64,0.035
2024-08-01,SE,65+,0.013
2024-08-01,SG,18-24,0.155
2024-08-01,SG,25-34,0.465
2024-08-01,SG,35-44,0.238
2024-08-01,SG,45-54,0.106
2024-08-01,SG,55-64,0.026
2024-08-01,SG,65+,0.011
2024-08-01,SK,18-24,0.237
2024-08-01,SK,25-34,0.433
2024-08-01,SK,35-44,0.208
2024-08-01,SK,45-54,0.089
2024-08-01,SK,55-64,0.014
2024-08-01,SK,65+,0.019
2024-08-01,SV,18-24,0.496
2024-08-01,SV,25-34,0.417
2024-08-01,SV,35-44,0.048
2024-08-01,SV,45-54,0.034
2024-08-01,SV,55-64,0.000
2024-08-01,SV,65+,0.005
2024-08-01,TH,18-24,0.394
2024-08-01,TH,25-34,0.331
2024-08-01,TH,35-44,0.164
2024-08-01,TH,45-54,0.071
2024-08-01,TH,55-64,0.020
2024-08-01,TH,65+,0.020
2024-08-01,TN,18-24,0.279
2024-08-01,TN,25-34,0.467
2024-08-01,TN,35-44,0.157
2024-08-01,TN,45-54,0.038
2024-08-01,TN,55-64,0.050
2024-08-01,TN,65+,0.008
2024-08-01,TR,18-24,0.245
2024-08-01,TR,25-34,0.481
2024-08-01,TR,35-44,0.176
2024-08-01,TR,45-54,0.069
2024-08-01,TR,55-64,0.019
2024-08-01,TR,65+,0.009
2024-08-01,TW,18-24,0.132
2024-08-01,TW,25-34,0.462
2024-08-01,TW,35-44,0.249
2024-08-01,TW,45-54,0.116
2024-08-01,TW,55-64,0.029
2024-08-01,TW,65+,0.011
2024-08-01,UA,18-24,0.258
2024-08-01,UA,25-34,0.452
2024-08-01,UA,35-44,0.193
2024-08-01,UA,45-54,0.055
2024-08-01,UA,55-64,0.023
2024-08-01,UA,65+,0.020
2024-08-01,US,18-24,0.185
2024-08-01,US,25-34,0.399
2024-08-01,US,35-44,0.248
2024-08-01,US,45-54,0.106
2024-08-01,US,55-64,0.042
2024-08-01,US,65+,0.021
2024-08-01,UY,18-24,0.320
2024-08-01,UY,25-34,0.411
2024-08-01,UY,35-44,0.145
2024-08-01,UY,45-54,0.076
2024-08-01,UY,55-64,0.048
2024-08-01,UY,65+,0.000
2024-08-01,UZ,18-24,0.427
2024-08-01,UZ,25-34,0.403
2024-08-01,UZ,35-44,0.135
2024-08-01,UZ,45-54,0.011
2024-08-01,UZ,55-64,0.008
2024-08-01,UZ,65+,0.016
2024-08-01,VN,18-24,0.474
2024-08-01,VN,25-34,0.382
2024-08-01,VN,35-44,0.113
2024-08-01,VN,45-54,0.024
2024-08-01,VN,55-64,0.004
2024-08-01,VN,65+,0.004
2024-08-01,ZA,18-24,0.373
2024-08-01,ZA,25-34,0.341
2024-08-01,ZA,35-44,0.168
2024-08-01,ZA,45-54,0.076
2024-08-01,ZA,55-64,0.029
2024-08-01,ZA,65+,0.013
2024-09-01,AE,18-24,0.180
2024-09-01,AE,25-34,0.432
2024-09-01,AE,35-44,0.277
2024-09-01,AE,45-54,0.095
2024-09-01,AE,55-64,0.006
2024-09-01,AE,65+,0.011
2024-09-01,AR,18-24,0.311
2024-09-01,AR,25-34,0.368
2024-09-01,AR,35-44,0.179
2024-09-01,AR,45-54,0.103
2024-09-01,AR,55-64,0.028
2024-09-01,AR,65+,0.010
2024-09-01,AT,18-24,0.205
2024-09-01,AT,25-34,0.406
2024-09-01,AT,35-44,0.245
2024-09-01,AT,45-54,0.094
2024-09-01,AT,55-64,0.019
2024-09-01,AT,65+,0.032
2024-09-01,AU,18-24,0.276
2024-09-01,AU,25-34,0.374
2024-09-01,AU,35-44,0.200
2024-09-01,AU,45-54,0.098
2024-09-01,AU,55-64,0.038
2024-09-01,AU,65+,0.014
2024-09-01,AZ,18-24,0.358
2024-09-01,AZ,25-34,0.438
2024-09-01,AZ,35-44,0.084
2024-09-01,AZ,45-54,0.051
2024-09-01,AZ,55-64,0.047
2024-09-01,AZ,65+,0.022
2024-09-01,BD,18-24,0.502
2024-09-01,BD,25-34,0.380
2024-09-01,BD,35-44,0.069
2024-09-01,BD,45-54,0.024
2024-09-01,BD,55-64,0.014
2024-09-01,BD,65+,0.011
2024-09-01,BE,18-24,0.211
2024-09-01,BE,25-34,0.442
2024-09-01,BE,35-44,0.178
2024-09-01,BE,45-54,0.106
2024-09-01,BE,55-64,0.049
2024-09-01,BE,65+,0.013
2024-09-01,BG,18-24,0.272
2024-09-01,BG,25-34,0.354
2024-09-01,BG,35-44,0.217
2024-09-01,BG,45-54,0.104
2024-09-01,BG,55-64,0.036
2024-09-01,BG,65+,0.017
2024-09-01,BO,18-24,0.456
2024-09-01,BO,25-34,0.342
2024-09-01,BO,35-44,0.113
2024-09-01,BO,45-54,0.048
2024-09-01,BO,55-64,0.018
2024-09-01,BO,65+,0.023
2024-09-01,BR,18-24,0.300
2024-09-01,BR,25-34,0.384
2024-09-01,BR,35-44,0.193
2024-09-01,BR,45-54,0.084
2024-09-01,BR,55-64,0.027
2024-09-01,BR,65+,0.012
2024-09-01,CA,18-24,0.263
2024-09-01,CA,25-34,0.378
2024-09-01,CA,35-44,0.210
2024-09-01,CA,45-54,0.091
2024-09-01,CA,55-64,0.043
2024-09-01,CA,65+,0.016
2024-09-01,CH,18-24,0.229
2024-09-01,CH,25-34,0.382
2024-09-01,CH,35-44,0.192
2024-09-01,CH,45-54,0.121
2024-09-01,CH,55-64,0.067
2024-09-01,CH,65+,0.009
2024-09-01,CI,18-24,0.296
2024-09-01,CI,25-34,0.432
2024-09-01,CI,35-44,0.143
2024-09-01,CI,45-54,0.052
2024-09-01,CI,55-64,0.008
2024-09-01,CI,65+,0.069
2024-09-01,CL,18-24,0.263
2024-09-01,CL,25-34,0.367
2024-09-01,CL,35-44,0.230
2024-09-01,CL,45-54,0.095
2024-09-01,CL,55-64,0.032
2024-09-01,CL,65+,0.012
2024-09-01,CO,18-24,0.367
2024-09-01,CO,25-34,0.401
2024-09-01,CO,35-44,0.142
2024-09-01,CO,45-54,0.059
2024-09-01,CO,55-64,0.018
2024-09-01,CO,65+,0.014
2024-09-01,CR,18-24,0.215
2024-09-01,CR,25-34,0.395
2024-09-01,CR,35-44,0.222
2024-09-01,CR,45-54,0.108
2024-09-01,CR,55-64,0.022
2024-09-01,CR,65+,0.037
2024-09-01,CZ,18-24,0.177
2024-09-01,CZ,25-34,0.387
2024-09-01,CZ,35-44,0.223
2024-09-01,CZ,45-54,0.173
2024-09-01,CZ,55-64,0.017
2024-09-01,CZ,65+,0.024
2024-09-01,DE,18-24,0.215
2024-09-01,DE,25-34,0.426
2024-09-01,DE,35-44,0.213
2024-09-01,DE,45-54,0.092
2024-09-01,DE,55-64,0.037
2024-09-01,DE,65+,0.017
2024-09-01,DK,18-24,0.278
2024-09-01,DK,25-34,0.412
2024-09-01,DK,35-44,0.185
2024-09-01,DK,45-54,0.098
2024-09-01,DK,55-64,0.016
2024-09-01,DK,65+,0.009
2024-09-01,DO,18-24,0.321
2024-09-01,DO,25-34,0.419
2024-09-01,DO,35-44,0.154
2024-09-01,DO,45-54,0.058
2024-09-01,DO,55-64,0.030
2024-09-01,DO,65+,0.018
2024-09-01,DZ,18-24,0.301
2024-09-01,DZ,25-34,0.415
2024-09-01,DZ,35-44,0.179
2024-09-01,DZ,45-54,0.074
2024-09-01,DZ,55-64,0.023
2024-09-01,DZ,65+,0.008
2024-09-01,EC,18-24,0.366
2024-09-01,EC,25-34,0.395
2024-09-01,EC,35-44,0.149
2024-09-01,EC,45-54,0.066
2024-09-01,EC,55-64,0.023
2024-09-01,EC,65+,0.001
2024-09-01,EG,18-24,0.373
2024-09-01,EG,25-34,0.418
2024-09-01,EG,35-44,0.143
2024-09-01,EG,45-54,0.044
2024-09-01,EG,55-64,0.012
2024-09-01,EG,65+,0.010
2024-09-01,ES,18-24,0.218
2024-09-01,ES,25-34,0.359
2024-09-01,ES,35-44,0.212
2024-09-01,ES,45-54,0.145
2024-09-01,ES,55-64,0.046
2024-09-01,ES,65+,0.021
2024-09-01,ET,18-24,0.266
2024-09-01,ET,25-34,0.459
2024-09-01,ET,35-44,0.193
2024-09-01,ET,45-54,0.065
2024-09-01,ET,55-64,0.000
2024-09-01,ET,65+,0.016
2024-09-01,FI,18-24,0.272
2024-09-01,FI,25-34,0.394
2024-09-01,FI,35-44,0.190
2024-09-01,FI,45-54,0.092
2024-09-01,FI,55-64,0.050
2024-09-01,FI,65+,0.003
2024-09-01,FR,18-24,0.262
2024-09-01,FR,25-34,0.415
2024-09-01,FR,35-44,0.186
2024-09-01,FR,45-54,0.086
2024-09-01,FR,55-64,0.038
2024-09-01,FR,65+,0.014
2024-09-01,GB,18-24,0.179
2024-09-01,GB,25-34,0.388
2024-09-01,GB,35-44,0.243
2024-09-01,GB,45-54,0.132
2024-09-01,GB,55-64,0.044
2024-09-01,GB,65+,0.014
2024-09-01,GE,18-24,0.366
2024-09-01,GE,25-34,0.400
2024-09-01,GE,35-44,0.071
2024-09-01,GE,45-54,0.058
2024-09-01,GE,55-64,0.054
2024-09-01,GE,65+,0.051
2024-09-01,GH,18-24,0.304
2024-09-01,GH,25-34,0.419
2024-09-01,GH,35-44,0.214
2024-09-01,GH,45-54,0.032
2024-09-01,GH,55-64,0.030
2024-09-01,GH,65+,0.000
2024-09-01,GR,18-24,0.195
2024-09-01,GR,25-34,0.414
2024-09-01,GR,35-44,0.222
2024-09-01,GR,45-54,0.111
2024-09-01,GR,55-64,0.044
2024-09-01,GR,65+,0.015
2024-09-01,GT,18-24,0.444
2024-09-01,GT,25-34,0.390
2024-09-01,GT,35-44,0.130
2024-09-01,GT,45-54,0.030
2024-09-01,GT,55-64,0.006
2024-09-01,GT,65+,0.000
2024-09-01,HN,18-24,0.369
2024-09-01,HN,25-34,0.409
2024-09-01,HN,35-44,0.120
2024-09-01,HN,45-54,0.040
2024-09-01,HN,55-64,0.017
2024-09-01,HN,65+,0.045
2024-09-01,HR,18-24,0.165
2024-09-01,HR,25-34,0.433
2024-09-01,HR,35-44,0.187
2024-09-01,HR,45-54,0.108
2024-09-01,HR,55-64,0.074
2024-09-01,HR,65+,0.032
2024-09-01,HU,18-24,0.202
2024-09-01,HU,25-34,0.413
2024-09-01,HU,35-44,0.177
2024-09-01,HU,45-54,0.110
2024-09-01,HU,55-64,0.039
2024-09-01,HU,65+,0.058
2024-09-01,ID,18-24,0.549
2024-09-01,ID,25-34,0.324
2024-09-01,ID,35-44,0.069
2024-09-01,ID,45-54,0.035
2024-09-01,ID,55-64,0.012
2024-09-01,ID,65+,0.011
2024-09-01,IE,18-24,0.202
2024-09-01,IE,25-34,0.467
2024-09-01,IE,35-44,0.221
2024-09-01,IE,45-54,0.075
2024-09-01,IE,55-64,0.027
2024-09-01,IE,65+,0.007
2024-09-01,IL,18-24,0.138
2024-09-01,IL,25-34,0.448
2024-09-01,IL,35-44,0.233
2024-09-01,IL,45-54,0.121
2024-09-01,IL,55-64,0.042
2024-09-01,IL,65+,0.018
2024-09-01,IN,18-24,0.423
2024-09-01,IN,25-34,0.394
2024-09-01,IN,35-44,0.127
2024-09-01,IN,45-54,0.038
2024-09-01,IN,55-64,0.009
2024-09-01,IN,65+,0.009
2024-09-01,IQ,18-24,0.336
2024-09-01,IQ,25-34,0.353
2024-09-01,IQ,35-44,0.164
2024-09-01,IQ,45-54,0.077
2024-09-01,IQ,55-64,0.014
2024-09-01,IQ,65+,0.057
2024-09-01,IT,18-24,0.234
2024-09-01,IT,25-34,0.388
2024-09-01,IT,35-44,0.176
2024-09-01,IT,45-54,0.124
2024-09-01,IT,55-64,0.051
2024-09-01,IT,65+,0.027
2024-09-01,JO,18-24,0.370
2024-09-01,JO,25-34,0.386
2024-09-01,JO,35-44,0.188
2024-09-01,JO,45-54,0.041
2024-09-01,JO,55-64,0.008
2024-09-01,JO,65+,0.006
2024-09-01,JP,18-24,0.207
2024-09-01,JP,25-34,0.403
2024-09-01,JP,35-44,0.196
2024-09-01,JP,45-54,0.133
2024-09-01,JP,55-64,0.047
2024-09-01,JP,65+,0.014
2024-09-01,KE,18-24,0.300
2024-09-01,KE,25-34,0.503
2024-09-01,KE,35-44,0.151
2024-09-01,KE,45-54,0.038
2024-09-01,KE,55-64,0.000
2024-09-01,KE,65+,0.008
2024-09-01,KH,18-24,0.287
2024-09-01,KH,25-34,0.435
2024-09-01,KH,35-44,0.246
2024-09-01,KH,45-54,0.019
2024-09-01,KH,55-64,0.000
2024-09-01,KH,65+,0.013
2024-09-01,KR,18-24,0.187
2024-09-01,KR,25-34,0.413
2024-09-01,KR,35-44,0.218
2024-09-01,KR,45-54,0.127
2024-09-01,KR,55-64,0.045
2024-09-01,KR,65+,0.010
2024-09-01,KZ,18-24,0.537
2024-09-01,KZ,25-34,0.287
2024-09-01,KZ,35-44,0.103
2024-09-01,KZ,45-54,0.038
2024-09-01,KZ,55-64,0.015
2024-09-01,KZ,65+,0.021
2024-09-01,LB,18-24,0.348
2024-09-01,LB,25-34,0.377
2024-09-01,LB,35-44,0.221
2024-09-01,LB,45-54,0.024
2024-09-01,LB,55-64,0.002
2024-09-01,LB,65+,0.027
2024-09-01,LK,18-24,0.439
2024-09-01,LK,25-34,0.425
2024-09-01,LK,35-44,0.091
2024-09-01,LK,45-54,0.034
2024-09-01,LK,55-64,0.010
2024-09-01,LK,65+,0.000
2024-09-01,LT,18-24,0.199
2024-09-01,LT,25-34,0.512
2024-09-01,LT,35-44,0.198
2024-09-01,LT,45-54,0.067
2024-09-01,LT,55-64,0.000
2024-09-01,LT,65+,0.024
2024-09-01,LV,18-24,0.230
2024-09-01,LV,25-34,0.489
2024-09-01,LV,35-44,0.214
2024-09-01,LV,45-54,0.037
2024-09-01,LV,55-64,0.029
2024-09-01,LV,65+,0.000
2024-09-01,MA,18-24,0.372
2024-09-01,MA,25-34,0.431
2024-09-01,MA,35-44,0.127
2024-09-01,MA,45-54,0.034
2024-09-01,MA,55-64,0.013
2024-09-01,MA,65+,0.023
2024-09-01,MM,18-24,0.445
2024-09-01,MM,25-34,0.310
2024-09-01,MM,35-44,0.189
2024-09-01,MM,45-54,0.010
2024-09-01,MM,55-64,0.024
2024-09-01,MM,65+,0.023
2024-09-01,MX,18-24,0.452
2024-09-01,MX,25-34,0.358
2024-09-01,MX,35-44,0.115
2024-09-01,MX,45-54,0.049
2024-09-01,MX,55-64,0.015
2024-09-01,MX,65+,0.011
2024-09-01,MY,18-24,0.409
2024-09-01,MY,25-34,0.348
2024-09-01,MY,35-44,0.146
2024-09-01,MY,45-54,0.072
2024-09-01,MY,55-64,0.011
2024-09-01,MY,65+,0.013
2024-09-01,NG,18-24,0.320
2024-09-01,NG,25-34,0.451
2024-09-01,NG,35-44,0.143
2024-09-01,NG,45-54,0.050
2024-09-01,NG,55-64,0.027
2024-09-01,NG,65+,0.009
2024-09-01,NL,18-24,0.254
2024-09-01,NL,25-34,0.429
2024-09-01,NL,35-44,0.181
2024-09-01,NL,45-54,0.082
2024-09-01,NL,55-64,0.044
2024-09-01,NL,65+,0.010
2024-09-01,NO,18-24,0.250
2024-09-01,NO,25-34,0.353
2024-09-01,NO,35-44,0.209
2024-09-01,NO,45-54,0.128
2024-09-01,NO,55-64,0.059
2024-09-01,NO,65+,0.000
2024-09-01,NP,18-24,0.425
2024-09-01,NP,25-34,0.465
2024-09-01,NP,35-44,0.071
2024-09-01,NP,45-54,0.028
2024-09-01,NP,55-64,0.010
2024-09-01,NP,65+,0.002
2024-09-01,NZ,18-24,0.251
2024-09-01,NZ,25-34,0.308
2024-09-01,NZ,35-44,0.247
2024-09-01,NZ,45-54,0.144
2024-09-01,NZ,55-64,0.028
2024-09-01,NZ,65+,0.021
2024-09-01,PA,18-24,0.410
2024-09-01,PA,25-34,0.343
2024-09-01,PA,35-44,0.117
2024-09-01,PA,45-54,0.075
2024-09-01,PA,55-64,0.030
2024-09-01,PA,65+,0.025
2024-09-01,PE,18-24,0.463
2024-09-01,PE,25-34,0.370
2024-09-01,PE,35-44,0.100
2024-09-01,PE,45-54,0.043
2024-09-01,PE,55-64,0.015
2024-09-01,PE,65+,0.008
2024-09-01,PH,18-24,0.507
2024-09-01,PH,25-34,0.349
2024-09-01,PH,35-44,0.092
2024-09-01,PH,45-54,0.031
2024-09-01,PH,55-64,0.010
2024-09-01,PH,65+,0.011
2024-09-01,PK,18-24,0.393
2024-09-01,PK,25-34,0.463
2024-09-01,PK,35-44,0.111
2024-09-01,PK,45-54,0.025
2024-09-01,PK,55-64,0.001
2024-09-01,PK,65+,0.008
2024-09-01,PL,18-24,0.204
2024-09-01,PL,25-34,0.470
2024-09-01,PL,35-44,0.219
2024-09-01,PL,45-54,0.087
2024-09-01,PL,55-64,0.012
2024-09-01,PL,65+,0.008
2024-09-01,PR,18-24,0.265
2024-09-01,PR,25-34,0.343
2024-09-01,PR,35-44,0.150
2024-09-01,PR,45-54,0.108
2024-09-01,PR,55-64,0.058
2024-09-01,PR,65+,0.077
2024-09-01,PT,18-24,0.188
2024-09-01,PT,25-34,0.438
2024-09-01,PT,35-44,0.219
2024-09-01,PT,45-54,0.102
2024-09-01,PT,55-64,0.049
2024-09-01,PT,65+,0.004
2024-09-01,PY,18-24,0.396
2024-09-01,PY,25-34,0.343
2024-09-01,PY,35-44,0.099
2024-09-01,PY,45-54,0.080
2024-09-01,PY,55-64,0.054
2024-09-01,PY,65+,0.028
2024-09-01,QA,18-24,0.071
2024-09-01,QA,25-34,0.455
2024-09-01,QA,35-44,0.330
2024-09-01,QA,45-54,0.114
2024-09-01,QA,55-64,0.029
2024-09-01,QA,65+,0.000
2024-09-01,RO,18-24,0.236
2024-09-01,RO,25-34,0.446
2024-09-01,RO,35-44,0.176
2024-09-01,RO,45-54,0.092
2024-09-01,RO,55-64,0.050
2024-09-01,RO,65+,0.000
2024-09-01,RS,18-24,0.203
2024-09-01,RS,25-34,0.387
2024-09-01,RS,35-44,0.261
2024-09-01,RS,45-54,0.086
2024-09-01,RS,55-64,0.047
2024-09-01,RS,65+,0.015
2024-09-01,SA,18-24,0.282
2024-09-01,SA,25-34,0.409
2024-09-01,SA,35-44,0.199
2024-09-01,SA,45-54,0.067
2024-09-01,SA,55-64,0.024
2024-09-01,SA,65+,0.020
2024-09-01,SC,18-24,0.097
2024-09-01,SC,25-34,0.320
2024-09-01,SC,35-44,0.290
2024-09-01,SC,45-54,0.154
2024-09-01,SC,55-64,0.114
2024-09-01,SC,65+,0.024
2024-09-01,SE,18-24,0.240
2024-09-01,SE,25-34,0.402
2024-09-01,SE,35-44,0.201
2024-09-01,SE,45-54,0.115
2024-09-01,SE,55-64,0.039
2024-09-01,SE,65+,0.003
2024-09-01,SG,18-24,0.240
2024-09-01,SG,25-34,0.431
2024-09-01,SG,35-44,0.199
2024-09-01,SG,45-54,0.081
2024-09-01,SG,55-64,0.038
2024-09-01,SG,65+,0.011
2024-09-01,SK,18-24,0.255
2024-09-01,SK,25-34,0.413
2024-09-01,SK,35-44,0.217
2024-09-01,SK,45-54,0.058
2024-09-01,SK,55-64,0.029
2024-09-01,SK,65+,0.027
2024-09-01,SV,18-24,0.479
2024-09-01,SV,25-34,0.316
2024-09-01,SV,35-44,0.148
2024-09-01,SV,45-54,0.026
2024-09-01,SV,55-64,0.021
2024-09-01,SV,65+,0.009
2024-09-01,TH,18-24,0.466
2024-09-01,TH,25-34,0.312
2024-09-01,TH,35-44,0.124
2024-09-01,TH,45-54,0.066
2024-09-01,TH,55-64,0.016
2024-09-01,TH,65+,0.016
2024-09-01,TN,18-24,0.264
2024-09-01,TN,25-34,0.539
2024-09-01,TN,35-44,0.106
2024-09-01,TN,45-54,0.033
2024-09-01,TN,55-64,0.023
2024-09-01,TN,65+,0.035
2024-09-01,TR,18-24,0.250
2024-09-01,TR,25-34,0.459
2024-09-01,TR,35-44,0.187
2024-09-01,TR,45-54,0.070
2024-09-01,TR,55-64,0.024
2024-09-01,TR,65+,0.010
2024-09-01,TW,18-24,0.200
2024-09-01,TW,25-34,0.428
2024-09-01,TW,35-44,0.240
2024-09-01,TW,45-54,0.098
2024-09-01,TW,55-64,0.028
2024-09-01,TW,65+,0.006
2024-09-01,UA,18-24,0.301
2024-09-01,UA,25-34,0.463
2024-09-01,UA,35-44,0.156
2024-09-01,UA,45-54,0.054
2024-09-01,UA,55-64,0.012
2024-09-01,UA,65+,0.014
2024-09-01,UG,18-24,0.317
2024-09-01,UG,25-34,0.425
2024-09-01,UG,35-44,0.170
2024-09-01,UG,45-54,0.068
2024-09-01,UG,55-64,0.000
2024-09-01,UG,65+,0.019
2024-09-01,US,18-24,0.280
2024-09-01,US,25-34,0.369
2024-09-01,US,35-44,0.204
2024-09-01,US,45-54,0.090
2024-09-01,US,55-64,0.041
2024-09-01,US,65+,0.018
2024-09-01,UY,18-24,0.340
2024-09-01,UY,25-34,0.334
2024-09-01,UY,35-44,0.170
2024-09-01,UY,45-54,0.094
2024-09-01,UY,55-64,0.058
2024-09-01,UY,65+,0.004
2024-09-01,UZ,18-24,0.448
2024-09-01,UZ,25-34,0.322
2024-09-01,UZ,35-44,0.132
2024-09-01,UZ,45-54,0.039
2024-09-01,UZ,55-64,0.036
2024-09-01,UZ,65+,0.023
2024-09-01,VN,18-24,0.500
2024-09-01,VN,25-34,0.360
2024-09-01,VN,35-44,0.105
2024-09-01,VN,45-54,0.027
2024-09-01,VN,55-64,0.003
2024-09-01,VN,65+,0.004
2024-09-01,YE,18-24,0.315
2024-09-01,YE,25-34,0.389
2024-09-01,YE,35-44,0.119
2024-09-01,YE,45-54,0.107
2024-09-01,YE,55-64,0.047
2024-09-01,YE,65+,0.022
2024-09-01,ZA,18-24,0.393
2024-09-01,ZA,25-34,0.370
2024-09-01,ZA,35-44,0.134
2024-09-01,ZA,45-54,0.074
2024-09-01,ZA,55-64,0.022
2024-09-01,ZA,65+,0.007
2024-10-01,AE,18-24,0.197
2024-10-01,AE,25-34,0.460
2024-10-01,AE,35-44,0.247
2024-10-01,AE,45-54,0.069
2024-10-01,AE,55-64,0.017
2024-10-01,AE,65+,0.010
2024-10-01,AF,18-24,0.365
2024-10-01,AF,25-34,0.422
2024-10-01,AF,35-44,0.061
2024-10-01,AF,45-54,0.013
2024-10-01,AF,55-64,0.064
2024-10-01,AF,65+,0.075
2024-10-01,AM,18-24,0.345
2024-10-01,AM,25-34,0.446
2024-10-01,AM,35-44,0.098
2024-10-01,AM,45-54,0.010
2024-10-01,AM,55-64,0.041
2024-10-01,AM,65+,0.061
2024-10-01,AR,18-24,0.332
2024-10-01,AR,25-34,0.378
2024-10-01,AR,35-44,0.148
